epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/quality,train/reward,val/gap,val/makespan,val/reward
,49,,,409.7163677215576,,,,,,
,49,,2.0148754119873047,,,,,,,
,99,,,2289.583206176758,,,,,,
,99,,9.246349334716797,,,,,,,
,149,,,731.2092781066895,,,,,,
,149,,2.081155776977539,,,,,,,
,199,,,365.08703231811523,,,,,,
,199,,16.755104064941406,,,,,,,
,249,,,355.4821014404297,,,,,,
,249,,0.7152557373046875,,,,,,,
,299,,,369.30227279663086,,,,,,
,299,,16.91746711730957,,,,,,,
,349,,,371.8712329864502,,,,,,
,349,,1.8646717071533203,,,,,,,
,399,,,361.0501289367676,,,,,,
,399,,14.309883117675781,,,,,,,
,449,,,389.42551612854004,,,,,,
,449,,1.2326240539550781,,,,,,,
,499,,,351.3362407684326,,,,,,
,499,,8.69297981262207,,,,,,,
,549,,,364.25209045410156,,,,,,
,549,,0.6573200225830078,,,,,,,
,599,,,353.1203269958496,,,,,,
,599,,8.542537689208984,,,,,,,
,649,,,359.9865436553955,,,,,,
,649,,1.8820762634277344,,,,,,,
,699,,,351.0136604309082,,,,,,
,699,,16.533613204956055,,,,,,,
,749,,,365.13543128967285,,,,,,
,749,,0.5695819854736328,,,,,,,
,799,,,351.4692783355713,,,,,,
,799,,8.470296859741211,,,,,,,
,849,,,352.7681827545166,,,,,,
,849,,0.6017684936523438,,,,,,,
,899,,,352.8330326080322,,,,,,
,899,,8.146524429321289,,,,,,,
,949,,,365.43798446655273,,,,,,
,949,,0.6351470947265625,,,,,,,
,999,,,413.5770797729492,,,,,,
,999,,8.683443069458008,,,,,,,
,1049,,,376.0502338409424,,,,,,
,1049,,0.5977153778076172,,,,,,,
,1099,,,395.77651023864746,,,,,,
,1099,,8.945465087890625,,,,,,,
,1149,,,378.2775402069092,,,,,,
,1149,,0.5769729614257812,,,,,,,
,1199,,,376.08838081359863,,,,,,
,1199,,8.342742919921875,,,,,,,
,1249,,,385.1051330566406,,,,,,
,1249,,1.8591880798339844,,,,,,,
,1299,,,388.0956172943115,,,,,,
,1299,,8.690834045410156,,,,,,,
,1349,,,389.09244537353516,,,,,,
,1349,,0.7340908050537109,,,,,,,
,1399,,,386.1100673675537,,,,,,
,1399,,8.9263916015625,,,,,,,
,1449,,,396.27599716186523,,,,,,
,1449,,0.6730556488037109,,,,,,,
,1499,,,377.002477645874,,,,,,
,1499,,7.959842681884766,,,,,,,
,1549,,,387.676477432251,,,,,,
,1549,,1.947641372680664,,,,,,,
,1599,,,380.85436820983887,,,,,,
,1599,,8.850812911987305,,,,,,,
,1649,,,397.2632884979248,,,,,,
,1649,,1.4100074768066406,,,,,,,
,1699,,,384.387731552124,,,,,,
,1699,,8.36801528930664,,,,,,,
,1749,,,393.6805725097656,,,,,,
,1749,,2.1622180938720703,,,,,,,
,1799,,,409.78002548217773,,,,,,
,1799,,13.820648193359375,,,,,,,
,1849,,,391.1473751068115,,,,,,
,1849,,0.5741119384765625,,,,,,,
,1899,,,385.9710693359375,,,,,,
,1899,,8.38017463684082,,,,,,,
,1949,,,379.6648979187012,,,,,,
,1949,,0.5829334259033203,,,,,,,
,1999,,,385.1132392883301,,,,,,
,1999,,14.557361602783203,,,,,,,
,2049,,,366.87207221984863,,,,,,
,2049,,0.7035732269287109,,,,,,,
,2099,,,347.40447998046875,,,,,,
,2099,,8.072853088378906,,,,,,,
,2149,,,352.7407646179199,,,,,,
,2149,,0.5946159362792969,,,,,,,
,2199,,,370.89991569519043,,,,,,
,2199,,8.386611938476562,,,,,,,
,2249,,,358.6881160736084,,,,,,
,2249,,1.9061565399169922,,,,,,,
,2299,,,353.7752628326416,,,,,,
,2299,,17.25149154663086,,,,,,,
,2349,,,357.7258586883545,,,,,,
,2349,,0.7429122924804688,,,,,,,
,2399,,,368.9103126525879,,,,,,
,2399,,17.029285430908203,,,,,,,
,2449,,,355.3121089935303,,,,,,
,2449,,0.6220340728759766,,,,,,,
,2499,,,357.03325271606445,,,,,,
,2499,,8.293390274047852,,,,,,,
,2549,,,355.04913330078125,,,,,,
,2549,,0.6520748138427734,,,,,,,
,2599,,,352.14686393737793,,,,,,
,2599,,8.559942245483398,,,,,,,
,2649,,,349.8573303222656,,,,,,
,2649,,0.6113052368164062,,,,,,,
,2699,,,353.1808853149414,,,,,,
,2699,,8.341789245605469,,,,,,,
,2749,,,350.5513668060303,,,,,,
,2749,,0.6520748138427734,,,,,,,
,2799,,,352.4618148803711,,,,,,
,2799,,8.13150405883789,,,,,,,
,2849,,,356.82153701782227,,,,,,
,2849,,0.6494522094726562,,,,,,,
,2899,,,361.42635345458984,,,,,,
