epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/quality,train/reward,val/gap,val/makespan,val/reward
,49,,,410.6166362762451,,,,,,
,49,,0.6453990936279297,,,,,,,
,99,,,412.1863842010498,,,,,,
,99,,8.667945861816406,,,,,,,
,149,,,408.7989330291748,,,,,,
,149,,0.6833076477050781,,,,,,,
,199,,,409.21950340270996,,,,,,
,199,,8.615493774414062,,,,,,,
,249,,,440.7000541687012,,,,,,
,249,,0.7839202880859375,,,,,,,
,299,,,407.29308128356934,,,,,,
,299,,8.32509994506836,,,,,,,
,349,,,337.4319076538086,,,,,,
,349,,0.5495548248291016,,,,,,,
,399,,,338.7489318847656,,,,,,
,399,,8.52346420288086,,,,,,,
,449,,,340.23427963256836,,,,,,
,449,,0.5562305450439453,,,,,,,
,499,,,337.6946449279785,,,,,,
,499,,7.879495620727539,,,,,,,
,549,,,358.45136642456055,,,,,,
,549,,0.6613731384277344,,,,,,,
,599,,,414.48497772216797,,,,,,
,599,,8.78000259399414,,,,,,,
,649,,,409.03234481811523,,,,,,
,649,,0.6268024444580078,,,,,,,
,699,,,424.0243434906006,,,,,,
,699,,8.86845588684082,,,,,,,
,749,,,423.28643798828125,,,,,,
,749,,0.6771087646484375,,,,,,,
,799,,,407.17434883117676,,,,,,
,799,,8.499622344970703,,,,,,,
,849,,,409.26551818847656,,,,,,
,849,,0.6232261657714844,,,,,,,
,899,,,422.2581386566162,,,,,,
,899,,8.275747299194336,,,,,,,
,949,,,416.0759449005127,,,,,,
,949,,0.7793903350830078,,,,,,,
,999,,,407.37271308898926,,,,,,
,999,,8.673429489135742,,,,,,,
,1049,,,408.22696685791016,,,,,,
,1049,,0.6203651428222656,,,,,,,
,1099,,,406.30125999450684,,,,,,
,1099,,8.196830749511719,,,,,,,
,1149,,,341.37630462646484,,,,,,
,1149,,0.6020069122314453,,,,,,,
,1199,,,342.5278663635254,,,,,,
,1199,,8.41069221496582,,,,,,,
,1249,,,336.78317070007324,,,,,,
,1249,,0.5788803100585938,,,,,,,
,1299,,,410.1080894470215,,,,,,
,1299,,8.476018905639648,,,,,,,
,1349,,,340.1932716369629,,,,,,
,1349,,0.5939006805419922,,,,,,,
,1399,,,409.32273864746094,,,,,,
,1399,,14.552116394042969,,,,,,,
,1449,,,407.7796936035156,,,,,,
,1449,,0.7078647613525391,,,,,,,
,1499,,,416.20898246765137,,,,,,
,1499,,7.870197296142578,,,,,,,
,1549,,,408.79297256469727,,,,,,
,1549,,0.6346702575683594,,,,,,,
,1599,,,408.70022773742676,,,,,,
,1599,,8.667469024658203,,,,,,,
,1649,,,419.66962814331055,,,,,,
,1649,,0.6608963012695312,,,,,,,
,1699,,,407.6719284057617,,,,,,
,1699,,8.847951889038086,,,,,,,
,1749,,,422.7473735809326,,,,,,
,1749,,0.8034706115722656,,,,,,,
,1799,,,409.3327522277832,,,,,,
,1799,,8.381128311157227,,,,,,,
,1849,,,406.22878074645996,,,,,,
,1849,,0.6442070007324219,,,,,,,
,1899,,,407.91821479797363,,,,,,
,1899,,8.35561752319336,,,,,,,
,1949,,,408.60843658447266,,,,,,
,1949,,0.6453990936279297,,,,,,,
,1999,,,411.08179092407227,,,,,,
,1999,,8.530616760253906,,,,,,,
,2049,,,410.2182388305664,,,,,,
,2049,,0.6279945373535156,,,,,,,
,2099,,,414.51358795166016,,,,,,
,2099,,7.7056884765625,,,,,,,
,2149,,,415.51733016967773,,,,,,
,2149,,0.6384849548339844,,,,,,,
,2199,,,416.501522064209,,,,,,
,2199,,8.405208587646484,,,,,,,
,2249,,,408.43892097473145,,,,,,
,2249,,0.6234645843505859,,,,,,,
,2299,,,408.7376594543457,,,,,,
,2299,,8.598089218139648,,,,,,,
,2349,,,412.83226013183594,,,,,,
,2349,,0.6561279296875,,,,,,,
,2399,,,414.731502532959,,,,,,
,2399,,14.918804168701172,,,,,,,
,2449,,,407.29546546936035,,,,,,
,2449,,0.6401538848876953,,,,,,,
,2499,,,408.44106674194336,,,,,,
,2499,,8.453130722045898,,,,,,,
,2549,,,410.48526763916016,,,,,,
,2549,,0.6353855133056641,,,,,,,
,2599,,,407.92346000671387,,,,,,
,2599,,8.287668228149414,,,,,,,
,2649,,,411.50522232055664,,,,,,
,2649,,0.6480216979980469,,,,,,,
,2699,,,408.9813232421875,,,,,,
,2699,,8.545637130737305,,,,,,,
,2749,,,416.46409034729004,,,,,,
,2749,,0.6098747253417969,,,,,,,
,2799,,,406.83531761169434,,,,,,
,2799,,8.509635925292969,,,,,,,
,2849,,,421.49972915649414,,,,,,
,2849,,1.74713134765625,,,,,,,
,2899,,,410.16697883605957,,,,,,
,2899,,8.247137069702148,,,,,,,
,2949,,,412.3210906982422,,,,,,
,2949,,0.7736682891845703,,,,,,,
,2999,,,411.36813163757324,,,,,,
,2999,,8.567333221435547,,,,,,,
,3049,,,417.3610210418701,,,,,,
,3049,,0.6532669067382812,,,,,,,
,3099,,,414.05534744262695,,,,,,
,3099,,8.292436599731445,,,,,,,
,3149,,,411.50641441345215,,,,,,
,3149,,0.6277561187744141,,,,,,,
