step,time/inter_step (ms),time/intra_step (ms)
21349,1.8973350524902344,
21399,,2165.381669998169
21399,16.99042320251465,
21449,,2098.8516807556152
21449,1.283884048461914,
21499,,2036.461591720581
21499,11.460065841674805,
21549,,2090.2233123779297
21549,1.8687248229980469,
21599,,2039.1473770141602
21599,15.563726425170898,
21649,,2052.9725551605225
21649,1.2850761413574219,
21699,,2112.272262573242
21699,11.560201644897461,
21749,,2091.1309719085693
21749,1.415252685546875,
21799,,2107.74827003479
21799,11.483192443847656,
21849,,2115.147590637207
21849,1.3229846954345703,
21899,,2024.8126983642578
21899,11.25192642211914,
21949,,2156.362295150757
21949,1.3191699981689453,
21999,,2105.2818298339844
21999,11.657238006591797,
22049,,2046.5848445892334
22049,1.352548599243164,
22099,,2032.439947128296
22099,11.508941650390625,
22149,,2072.0529556274414
22149,3.388643264770508,
22199,,2081.3374519348145
22199,15.370368957519531,
22249,,2107.957124710083
22249,3.096342086791992,
22299,,2057.476043701172
22299,15.516042709350586,
