epoch,step,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/pair_count,train/reward,val/makespan,val/reward
,4899,,9.228944778442383,,,,,,
,4949,,,2601.558208465576,,,,,
,4949,,2.3605823516845703,,,,,,
,4999,,,1029.6783447265625,,,,,
,4999,,15.542984008789062,,,,,,
,5049,,,416.1055088043213,,,,,
,5049,,0.9207725524902344,,,,,,
,5099,,,578.437089920044,,,,,
,5099,,8.695840835571289,,,,,,
,5149,,,770.4317569732666,,,,,
,5149,,0.4730224609375,,,,,,
,5199,,,212.3429775238037,,,,,
,5199,,7.9364776611328125,,,,,,
,5249,,,619.0938949584961,,,,,
,5249,,0.7266998291015625,,,,,,
,5299,,,285.70032119750977,,,,,
,5299,,7.504463195800781,,,,,,
,5349,,,544.4905757904053,,,,,
,5349,,0.4832744598388672,,,,,,
,5399,,,524.8332023620605,,,,,
,5399,,8.292913436889648,,,,,,
,5449,,,573.0605125427246,,,,,
,5449,,0.44989585876464844,,,,,,
,5499,,,1084.8584175109863,,,,,
,5499,,15.961885452270508,,,,,,
,5549,,,890.1119232177734,,,,,
,5549,,0.8382797241210938,,,,,,
,5599,,,531.6729545593262,,,,,
,5599,,8.052349090576172,,,,,,
,5649,,,402.7369022369385,,,,,
,5649,,0.7226467132568359,,,,,,
,5699,,,1210.498571395874,,,,,
,5699,,8.720874786376953,,,,,,
,5749,,,261.49582862854004,,,,,
,5749,,0.38743019104003906,,,,,,
,5799,,,2840.6076431274414,,,,,
,5799,,7.621288299560547,,,,,,
,5849,,,460.1569175720215,,,,,
,5849,,0.5271434783935547,,,,,,
,5899,,,316.65635108947754,,,,,
,5899,,8.040428161621094,,,,,,
,5949,,,444.49734687805176,,,,,
,5949,,0.4696846008300781,,,,,,
,5999,,,1033.9431762695312,,,,,
,5999,,8.312463760375977,,,,,,
,6049,,,708.8623046875,,,,,
,6049,,0.9291172027587891,,,,,,
,6099,,,523.0624675750732,,,,,
,6099,,8.304595947265625,,,,,,
,6149,,,283.60819816589355,,,,,
,6149,,0.3781318664550781,,,,,,
,6199,,,478.83057594299316,,,,,
,6199,,8.330345153808594,,,,,,
,6249,,,552.5646209716797,,,,,
,6249,,0.3895759582519531,,,,,,
,6299,,,350.2202033996582,,,,,
,6299,,7.847309112548828,,,,,,
,6349,,,1193.2373046875,,,,,
,6349,,0.606536865234375,,,,,,
,6399,,,3093.362331390381,,,,,
,6399,,8.337020874023438,,,,,,
,6449,,,730.5910587310791,,,,,
,6449,,0.6051063537597656,,,,,,
,6499,,,2704.6282291412354,,,,,
,6499,,11.09004020690918,,,,,,
,6549,,,439.89014625549316,,,,,
,6549,,0.4668235778808594,,,,,,
,6599,,,221.53711318969727,,,,,
,6599,,7.859945297241211,,,,,,
,6649,,,1021.6870307922363,,,,,
,6649,,0.5950927734375,,,,,,
,6699,,,1070.0922012329102,,,,,
,6699,,8.530855178833008,,,,,,
,6749,,,2472.2962379455566,,,,,
,6749,,1.558542251586914,,,,,,
,6799,,,689.6743774414062,,,,,
,6799,,8.42738151550293,,,,,,
,6849,,,284.0442657470703,,,,,
,6849,,0.42319297790527344,,,,,,
,6899,,,330.9187889099121,,,,,
,6899,,7.259368896484375,,,,,,
,6949,,,828.1240463256836,,,,,
,6949,,0.5459785461425781,,,,,,
,6999,,,3114.851236343384,,,,,
,6999,,8.066654205322266,,,,,,
,7049,,,2974.4482040405273,,,,,
,7049,,1.74713134765625,,,,,,
,7099,,,265.43259620666504,,,,,
,7099,,8.272171020507812,,,,,,
,7149,,,529.0215015411377,,,,,
,7149,,0.4341602325439453,,,,,,
,7199,,,197.92795181274414,,,,,
,7199,,8.139371871948242,,,,,,
,7249,,,399.82151985168457,,,,,
,7249,,0.48828125,,,,,,
,7299,,,2480.428695678711,,,,,
,7299,,8.982181549072266,,,,,,
,7349,,,395.94316482543945,,,,,
,7349,,0.3902912139892578,,,,,,
,7399,,,232.49244689941406,,,,,
,7399,,7.935285568237305,,,,,,
,7449,,,688.178539276123,,,,,
,7449,,0.3979206085205078,,,,,,
,7499,,,290.5731201171875,,,,,
,7499,,8.889198303222656,,,,,,
,7549,,,381.54029846191406,,,,,
,7549,,0.3910064697265625,,,,,,
,7599,,,3115.5545711517334,,,,,
,7599,,8.505821228027344,,,,,,
,7649,,,958.9660167694092,,,,,
,7649,,0.4782676696777344,,,,,,
,7699,,,2914.0212535858154,,,,,
,7699,,8.642435073852539,,,,,,
,7749,,,2466.4523601531982,,,,,
,7749,,1.1796951293945312,,,,,,
,7799,,,573.4713077545166,,,,,
,7799,,7.620573043823242,,,,,,
,7849,,,908.4203243255615,,,,,
,7849,,0.8602142333984375,,,,,,
,7899,,,2961.6448879241943,,,,,
,7899,,12.079715728759766,,,,,,
,7949,,,755.8689117431641,,,,,
,7949,,0.8392333984375,,,,,,
,7999,,,2563.892364501953,,,,,
,7999,,9.420394897460938,,,,,,
,8049,,,2512.1233463287354,,,,,
,8049,,0.6561279296875,,,,,,
,8099,,,747.6084232330322,,,,,
,8099,,16.61205291748047,,,,,,
,8149,,,1047.1765995025635,,,,,
,8149,,0.9286403656005859,,,,,,
,8199,,,349.81584548950195,,,,,
,8199,,14.130353927612305,,,,,,
,8249,,,2343.3775901794434,,,,,
,8249,,0.8738040924072266,,,,,,
,8299,,,734.4710826873779,,,,,
,8299,,8.582830429077148,,,,,,
,8349,,,257.5249671936035,,,,,
,8349,,0.38433074951171875,,,,,,
,8399,,,977.5497913360596,,,,,
,8399,,8.308172225952148,,,,,,
,8449,,,2637.4943256378174,,,,,
,8449,,1.2667179107666016,,,,,,
,8499,,,918.9627170562744,,,,,
,8499,,7.546424865722656,,,,,,
,8549,,,965.8646583557129,,,,,
,8549,,0.5693435668945312,,,,,,
,8599,,,397.57394790649414,,,,,
,8599,,9.221315383911133,,,,,,
,8649,,,2976.9980907440186,,,,,
,8649,,2.2079944610595703,,,,,,
,8699,,,807.610273361206,,,,,
,8699,,8.669853210449219,,,,,,
,8749,,,3218.9509868621826,,,,,
,8749,,1.3887882232666016,,,,,,
,8799,,,630.2683353424072,,,,,
,8799,,8.149385452270508,,,,,,
,8849,,,435.8055591583252,,,,,
,8849,,0.4582405090332031,,,,,,
,8899,,,834.1505527496338,,,,,
,8899,,7.924556732177734,,,,,,
,8949,,,248.6128807067871,,,,,
,8949,,0.39887428283691406,,,,,,
,8999,,,863.6696338653564,,,,,
,8999,,8.307933807373047,,,,,,
,9049,,,388.4429931640625,,,,,
,9049,,0.7977485656738281,,,,,,
,9099,,,750.708818435669,,,,,
,9099,,8.35275650024414,,,,,,
,9149,,,780.9574604034424,,,,,
,9149,,0.5176067352294922,,,,,,
,9199,,,1022.9182243347168,,,,,
,9199,,16.77560806274414,,,,,,
,9249,,,3145.064115524292,,,,,
,9249,,1.4107227325439453,,,,,,
,9299,,,386.49773597717285,,,,,
,9299,,7.329702377319336,,,,,,
,9349,,,213.51313591003418,,,,,
,9349,,0.42366981506347656,,,,,,
,9399,,,1027.695894241333,,,,,
,9399,,9.14454460144043,,,,,,
,9449,,,3136.178731918335,,,,,
,9449,,0.7946491241455078,,,,,,
,9499,,,1055.068016052246,,,,,
,9499,,8.319377899169922,,,,,,
,9549,,,670.8526611328125,,,,,
,9549,,0.4467964172363281,,,,,,
,9599,,,725.3861427307129,,,,,
,9599,,7.983684539794922,,,,,,
,9649,,,751.718282699585,,,,,
,9649,,0.4897117614746094,,,,,,
,9699,,,634.840726852417,,,,,
,9699,,8.183479309082031,,,,,,
,9749,,,2554.8102855682373,,,,,
,9749,,1.0294914245605469,,,,,,
,9799,,,437.52384185791016,,,,,
,9799,,8.276700973510742,,,,,,
,9849,,,937.9255771636963,,,,,
,9849,,0.4668235778808594,,,,,,
,9899,,,2542.5424575805664,,,,,
,9899,,16.816139221191406,,,,,,
,9949,,,769.921064376831,,,,,
,9949,,0.5362033843994141,,,,,,
,9999,,,1036.5893840789795,,,,,
,9999,,8.370637893676758,,,,,,
,10049,,,612.3335361480713,,,,,
,10049,,0.5350112915039062,,,,,,
,10099,,,394.0591812133789,,,,,
,10099,,8.271217346191406,,,,,,
,10149,,,285.3875160217285,,,,,
,10149,,0.4658699035644531,,,,,,
,10199,,,219.7418212890625,,,,,
,10199,,8.482217788696289,,,,,,
,10249,,,2516.0555839538574,,,,,
,10249,,0.5924701690673828,,,,,,
,10299,,,2736.034631729126,,,,,
,10299,,11.419534683227539,,,,,,
,10349,,,777.7359485626221,,,,,
,10349,,0.4265308380126953,,,,,,
,10399,,,536.3473892211914,,,,,
,10399,,8.02755355834961,,,,,,
,10449,,,855.926513671875,,,,,
,10449,,0.46896934509277344,,,,,,
,10499,,,927.6540279388428,,,,,
,10499,,10.582447052001953,,,,,,
,10549,,,299.302339553833,,,,,
,10549,,0.48470497131347656,,,,,,
,10599,,,536.8022918701172,,,,,
,10599,,8.367538452148438,,,,,,
,10649,,,2724.973678588867,,,,,
,10649,,1.6083717346191406,,,,,,
,10699,,,1007.1766376495361,,,,,
,10699,,11.579036712646484,,,,,,
,10749,,,225.6143093109131,,,,,
,10749,,0.4239082336425781,,,,,,
,10799,,,267.31371879577637,,,,,
,10799,,7.877826690673828,,,,,,
,10849,,,3020.007848739624,,,,,
,10849,,0.8647441864013672,,,,,,
,10899,,,794.7957515716553,,,,,
,10899,,8.063316345214844,,,,,,
,10949,,,1028.7632942199707,,,,,
,10949,,0.5352497100830078,,,,,,
,10999,,,1076.2686729431152,,,,,
,10999,,11.59214973449707,,,,,,
,11049,,,397.66621589660645,,,,,
,11049,,0.5397796630859375,,,,,,
,11099,,,762.211799621582,,,,,
,11099,,8.138418197631836,,,,,,
,11149,,,2614.2795085906982,,,,,
,11149,,2.5043487548828125,,,,,,
,11199,,,314.10765647888184,,,,,
,11199,,8.211851119995117,,,,,,
,11249,,,2346.7204570770264,,,,,
,11249,,0.5929470062255859,,,,,,
,11299,,,726.6881465911865,,,,,
,11299,,8.206844329833984,,,,,,
,11349,,,484.1041564941406,,,,,
,11349,,0.4947185516357422,,,,,,
,11399,,,888.8154029846191,,,,,
,11399,,8.321285247802734,,,,,,
,11449,,,410.2742671966553,,,,,
,11449,,1.2154579162597656,,,,,,
,11499,,,3087.789535522461,,,,,
,11499,,14.661550521850586,,,,,,
,11549,,,741.5144443511963,,,,,
,11549,,0.5636215209960938,,,,,,
,11599,,,834.5789909362793,,,,,
,11599,,13.135910034179688,,,,,,
,11649,,,248.77691268920898,,,,,
,11649,,0.44465065002441406,,,,,,
,11699,,,202.0585536956787,,,,,
,11699,,8.251428604125977,,,,,,
,11749,,,749.8791217803955,,,,,
,11749,,0.4458427429199219,,,,,,
,11799,,,271.63004875183105,,,,,
,11799,,8.260488510131836,,,,,,
,11849,,,534.4052314758301,,,,,
,11849,,0.42247772216796875,,,,,,
,11899,,,276.3497829437256,,,,,
,11899,,8.367061614990234,,,,,,
,11949,,,3468.2672023773193,,,,,
,11949,,1.1510848999023438,,,,,,
,11999,,,486.4692687988281,,,,,
,11999,,7.66754150390625,,,,,,
,12049,,,735.1417541503906,,,,,
,12049,,0.4317760467529297,,,,,,
,12099,,,219.160795211792,,,,,
,12099,,8.256196975708008,,,,,,
,12149,,,685.8227252960205,,,,,
,12149,,0.4630088806152344,,,,,,
,12199,,,420.8259582519531,,,,,
,12199,,8.45646858215332,,,,,,
,12249,,,282.64403343200684,,,,,
,12249,,0.4680156707763672,,,,,,
,12299,,,200.94823837280273,,,,,
,12299,,7.863283157348633,,,,,,
,12349,,,2648.627281188965,,,,,
,12349,,2.7251243591308594,,,,,,
,12399,,,696.826696395874,,,,,
,12399,,7.967948913574219,,,,,,
,12449,,,297.6255416870117,,,,,
,12449,,0.4143714904785156,,,,,,
,12499,,,723.4046459197998,,,,,
,12499,,8.34512710571289,,,,,,
,12549,,,2605.956554412842,,,,,
,12549,,0.5786418914794922,,,,,,
,12599,,,929.5961856842041,,,,,
,12599,,8.278608322143555,,,,,,
,12649,,,596.6489315032959,,,,,
,12649,,0.4894733428955078,,,,,,
,12699,,,754.974365234375,,,,,
,12699,,8.447885513305664,,,,,,
,12749,,,727.0724773406982,,,,,
,12749,,0.48089027404785156,,,,,,
,12799,,,709.6526622772217,,,,,
,12799,,7.97271728515625,,,,,,
,12849,,,215.4548168182373,,,,,
,12849,,0.4303455352783203,,,,,,
,12899,,,699.9983787536621,,,,,
,12899,,8.46552848815918,,,,,,
,12949,,,674.6513843536377,,,,,
,12949,,0.3914833068847656,,,,,,
,12999,,,2529.470682144165,,,,,
,12999,,15.243768692016602,,,,,,
,13049,,,552.0305633544922,,,,,
,13049,,0.4456043243408203,,,,,,
,13099,,,1135.3166103363037,,,,,
,13099,,15.797615051269531,,,,,,
,13149,,,1084.5129489898682,,,,,
,13149,,0.91552734375,,,,,,
,13199,,,682.7554702758789,,,,,
,13199,,8.06736946105957,,,,,,
,13249,,,533.5183143615723,,,,,
,13249,,0.4322528839111328,,,,,,
,13299,,,761.5945339202881,,,,,
,13299,,8.536100387573242,,,,,,
,13349,,,2672.614812850952,,,,,
,13349,,0.9076595306396484,,,,,,
,13399,,,3393.6355113983154,,,,,
,13399,,8.29768180847168,,,,,,
,13449,,,366.5943145751953,,,,,
,13449,,0.4146099090576172,,,,,,
,13499,,,388.10133934020996,,,,,
,13499,,8.128166198730469,,,,,,
,13549,,,676.4047145843506,,,,,
,13549,,0.4589557647705078,,,,,,
,13599,,,306.6973686218262,,,,,
,13599,,8.152961730957031,,,,,,
,13649,,,901.5853404998779,,,,,
,13649,,0.4444122314453125,,,,,,
,13699,,,912.7328395843506,,,,,
,13699,,10.438680648803711,,,,,,
,13749,,,405.98511695861816,,,,,
,13749,,0.46563148498535156,,,,,,
,13799,,,686.0072612762451,,,,,
,13799,,7.527589797973633,,,,,,
,13849,,,741.5997982025146,,,,,
,13849,,0.5137920379638672,,,,,,
,13899,,,841.71462059021,,,,,
,13899,,7.47227668762207,,,,,,
,13949,,,776.573657989502,,,,,
,13949,,0.4086494445800781,,,,,,
,13999,,,1020.3115940093994,,,,,
,13999,,17.172813415527344,,,,,,
,14049,,,266.007661819458,,,,,
,14049,,0.41961669921875,,,,,,
,14099,,,1038.7952327728271,,,,,
,14099,,13.16523551940918,,,,,,
,14149,,,374.45878982543945,,,,,
,14149,,0.4336833953857422,,,,,,
,14199,,,2938.86137008667,,,,,
,14199,,8.658885955810547,,,,,,
,14249,,,289.55841064453125,,,,,
,14249,,0.49495697021484375,,,,,,
,14299,,,930.9325218200684,,,,,
,14299,,8.25190544128418,,,,,,
,14349,,,1044.9116230010986,,,,,
,14349,,1.0709762573242188,,,,,,
,14399,,,199.81837272644043,,,,,
,14399,,8.22758674621582,,,,,,
,14449,,,2991.7900562286377,,,,,
,14449,,1.2028217315673828,,,,,,
,14499,,,378.2212734222412,,,,,
,14499,,7.85064697265625,,,,,,
,14549,,,924.6158599853516,,,,,
,14549,,0.58746337890625,,,,,,
,14599,,,2656.4688682556152,,,,,
,14599,,122.96128273010254,,,,,,
,14649,,,530.1673412322998,,,,,
,14649,,0.4477500915527344,,,,,,
,14699,,,3676.569700241089,,,,,
,14699,,17.075061798095703,,,,,,
,14749,,,739.8679256439209,,,,,
,14749,,0.5960464477539062,,,,,,
,14799,,,412.2893810272217,,,,,
,14799,,8.578777313232422,,,,,,
,14849,,,2744.788885116577,,,,,
,14849,,1.2993812561035156,,,,,,
,14899,,,496.6144561767578,,,,,
,14899,,8.390188217163086,,,,,,
,14949,,,717.1721458435059,,,,,
,14949,,0.8876323699951172,,,,,,
,14999,,,2336.5066051483154,,,,,
,14999,,8.06427001953125,,,,,,
,15049,,,3029.506206512451,,,,,
,15049,,0.5424022674560547,,,,,,
,15099,,,912.2357368469238,,,,,
,15099,,8.316278457641602,,,,,,
,15149,,,410.4154109954834,,,,,
,15149,,0.5583763122558594,,,,,,
,15199,,,1052.2663593292236,,,,,
,15199,,14.89114761352539,,,,,,
,15249,,,3118.685483932495,,,,,
,15249,,1.0004043579101562,,,,,,
,15299,,,864.5992279052734,,,,,
,15299,,8.092880249023438,,,,,,
,15349,,,918.7538623809814,,,,,
,15349,,0.5059242248535156,,,,,,
,15399,,,639.6603584289551,,,,,
,15399,,8.03232192993164,,,,,,
,15449,,,1064.5265579223633,,,,,
,15449,,0.5233287811279297,,,,,,
,15499,,,240.39411544799805,,,,,
,15499,,7.839441299438477,,,,,,
,15549,,,284.4719886779785,,,,,
,15549,,0.41031837463378906,,,,,,
,15599,,,852.4312973022461,,,,,
,15599,,8.420944213867188,,,,,,
,15649,,,385.62870025634766,,,,,
,15649,,0.8177757263183594,,,,,,
,15699,,,932.6856136322021,,,,,
,15699,,7.409811019897461,,,,,,
,15749,,,736.1102104187012,,,,,
,15749,,0.4684925079345703,,,,,,
,15799,,,657.0837497711182,,,,,
,15799,,7.515192031860352,,,,,,
,15849,,,1021.587610244751,,,,,
,15849,,2.6776790618896484,,,,,,
,15899,,,2527.1222591400146,,,,,
,15899,,7.664918899536133,,,,,,
,15949,,,805.9666156768799,,,,,
,15949,,0.40531158447265625,,,,,,
,15999,,,407.41753578186035,,,,,
,15999,,7.968664169311523,,,,,,
,16049,,,891.7839527130127,,,,,
,16049,,1.058816909790039,,,,,,
,16099,,,707.3245048522949,,,,,
,16099,,8.662700653076172,,,,,,
,16149,,,487.598180770874,,,,,
,16149,,0.7038116455078125,,,,,,
,16199,,,683.2435131072998,,,,,
,16199,,8.228063583374023,,,,,,
,16249,,,2491.022825241089,,,,,
,16249,,1.0187625885009766,,,,,,
,16299,,,2494.126796722412,,,,,
,16299,,8.821487426757812,,,,,,
,16349,,,390.60401916503906,,,,,
,16349,,0.9863376617431641,,,,,,
,16399,,,360.46695709228516,,,,,
,16399,,8.087873458862305,,,,,,
,16449,,,287.22524642944336,,,,,
,16449,,0.8702278137207031,,,,,,
,16499,,,1121.2272644042969,,,,,
,16499,,7.767915725708008,,,,,,
,16549,,,851.8433570861816,,,,,
,16549,,0.5846023559570312,,,,,,
,16599,,,1141.0918235778809,,,,,
,16599,,13.720035552978516,,,,,,
,16649,,,3076.2109756469727,,,,,
,16649,,0.6642341613769531,,,,,,
,16699,,,1024.2128372192383,,,,,
,16699,,10.50257682800293,,,,,,
,16749,,,2790.3013229370117,,,,,
,16749,,1.0051727294921875,,,,,,
,16799,,,516.8206691741943,,,,,
,16799,,8.038043975830078,,,,,,
,16849,,,309.4193935394287,,,,,
,16849,,0.469207763671875,,,,,,
,16899,,,710.660457611084,,,,,
,16899,,8.505105972290039,,,,,,
,16949,,,518.9399719238281,,,,,
,16949,,0.4875659942626953,,,,,,
,16999,,,955.4243087768555,,,,,
,16999,,8.829355239868164,,,,,,
,17049,,,1215.9929275512695,,,,,
,17049,,0.5567073822021484,,,,,,
,17099,,,257.371187210083,,,,,
,17099,,7.9975128173828125,,,,,,
,17149,,,388.0312442779541,,,,,
,17149,,0.5016326904296875,,,,,,
,17199,,,3166.475296020508,,,,,
,17199,,16.594409942626953,,,,,,
,17249,,,2430.9284687042236,,,,,
,17249,,0.9768009185791016,,,,,,
,17299,,,402.22787857055664,,,,,
,17299,,8.74018669128418,,,,,,
,17349,,,841.8192863464355,,,,,
,17349,,0.5567073822021484,,,,,,
,17399,,,2738.5451793670654,,,,,
,17399,,10.584592819213867,,,,,,
,17449,,,695.6121921539307,,,,,
,17449,,0.4661083221435547,,,,,,
,17499,,,862.7235889434814,,,,,
,17499,,8.505821228027344,,,,,,
,17549,,,1006.6721439361572,,,,,
,17549,,0.8904933929443359,,,,,,
,17599,,,918.5824394226074,,,,,
,17599,,7.825613021850586,,,,,,
,17649,,,1007.5576305389404,,,,,
,17649,,0.9226799011230469,,,,,,
,17699,,,281.8138599395752,,,,,
,17699,,7.289409637451172,,,,,,
,17749,,,675.0223636627197,,,,,
,17749,,0.9043216705322266,,,,,,
,17799,,,951.5235424041748,,,,,
,17799,,8.39996337890625,,,,,,
,17849,,,265.63405990600586,,,,,
,17849,,0.4611015319824219,,,,,,
,17899,,,517.4896717071533,,,,,
,17899,,8.23354721069336,,,,,,
,17949,,,663.4647846221924,,,,,
,17949,,0.4901885986328125,,,,,,
,17999,,,2480.4201126098633,,,,,
,17999,,8.7432861328125,,,,,,
,18049,,,407.9878330230713,,,,,
